datetime,CODNEG,adj_close
2009-10-23,EZTC3,4.1984
2009-10-26,EZTC3,4.1707
2009-10-27,EZTC3,3.9988
2009-10-28,EZTC3,3.6660
2009-10-29,EZTC3,3.8823
2009-10-30,EZTC3,3.9710
2009-11-03,EZTC3,4.0986
2009-11-04,EZTC3,4.3260
2009-11-05,EZTC3,4.3205
2009-11-06,EZTC3,4.2151
2009-11-09,EZTC3,4.4868
2009-11-10,EZTC3,4.3205
2009-11-11,EZTC3,4.3815
2009-11-12,EZTC3,4.3537
2009-11-13,EZTC3,4.4536
2009-11-16,EZTC3,4.4425
2009-11-17,EZTC3,4.4868
2009-11-18,EZTC3,4.3704
2009-11-19,EZTC3,4.3815
2009-11-23,EZTC3,4.4369
2009-11-24,EZTC3,4.4924
2009-11-25,EZTC3,4.4591
2009-11-26,EZTC3,4.4258
2009-11-27,EZTC3,4.4369
2009-11-30,EZTC3,4.4868
2009-12-01,EZTC3,4.6865
2009-12-02,EZTC3,4.6865
2009-12-03,EZTC3,4.6921
2009-12-04,EZTC3,4.6699
2009-12-07,EZTC3,4.6532
2009-12-08,EZTC3,4.6588
2009-12-09,EZTC3,4.6643
2009-12-10,EZTC3,4.6699
2009-12-11,EZTC3,4.6865
2009-12-14,EZTC3,4.6310
2009-12-15,EZTC3,4.5479
2009-12-16,EZTC3,4.5423
2009-12-17,EZTC3,4.4702
2009-12-18,EZTC3,4.3815
2009-12-21,EZTC3,4.5589
2009-12-22,EZTC3,4.6588
2009-12-23,EZTC3,4.5811
2009-12-24,EZTC3,4.5811
2009-12-28,EZTC3,4.6310
2009-12-29,EZTC3,4.6310
2010-01-04,EZTC3,4.7974
2010-01-05,EZTC3,4.8917
2010-01-06,EZTC3,4.8584
2010-01-07,EZTC3,4.8473
2010-01-08,EZTC3,4.8806
2010-01-11,EZTC3,4.8806
2010-01-12,EZTC3,4.8806
2010-01-13,EZTC3,4.8529
2010-01-14,EZTC3,4.8584
2010-01-15,EZTC3,4.8085
2010-01-18,EZTC3,4.8141
2010-01-19,EZTC3,4.7752
2010-01-20,EZTC3,4.6310
2010-01-21,EZTC3,4.5534
2010-01-22,EZTC3,4.5257
2010-01-26,EZTC3,4.5589
2010-01-27,EZTC3,4.5312
2010-01-28,EZTC3,4.4591
2010-01-29,EZTC3,4.5201
2010-02-01,EZTC3,4.7142
2010-02-02,EZTC3,4.6477
2010-02-03,EZTC3,4.6310
2010-02-04,EZTC3,4.4369
2010-02-05,EZTC3,4.3815
2010-02-08,EZTC3,4.3981
2010-02-09,EZTC3,4.5368
2010-02-10,EZTC3,4.6310
2010-02-11,EZTC3,4.7531
2010-02-12,EZTC3,4.6255
2010-02-17,EZTC3,4.6588
2010-02-18,EZTC3,4.6976
2010-02-19,EZTC3,4.7420
2010-02-22,EZTC3,4.7420
2010-02-23,EZTC3,4.6477
2010-02-24,EZTC3,4.7142
2010-02-25,EZTC3,4.5867
2010-02-26,EZTC3,4.6144
2010-03-01,EZTC3,4.7142
2010-03-02,EZTC3,4.7142
2010-03-03,EZTC3,4.7142
2010-03-04,EZTC3,4.6754
2010-03-05,EZTC3,4.6588
2010-03-08,EZTC3,4.6810
2010-03-09,EZTC3,4.6588
2010-03-10,EZTC3,4.6921
2010-03-11,EZTC3,4.6421
2010-03-12,EZTC3,4.6366
2010-03-15,EZTC3,4.6310
2010-03-16,EZTC3,4.5589
2010-03-17,EZTC3,4.5867
2010-03-18,EZTC3,4.5756
2010-03-19,EZTC3,4.5811
2010-03-22,EZTC3,4.5978
2010-03-23,EZTC3,4.5534
2010-03-24,EZTC3,4.5035
2010-03-25,EZTC3,4.5756
2010-03-26,EZTC3,4.5201
2010-03-29,EZTC3,4.5645
2010-03-30,EZTC3,4.5257
2010-03-31,EZTC3,4.5201
2010-04-01,EZTC3,4.5534
2010-04-05,EZTC3,4.6144
2010-04-06,EZTC3,4.6865
2010-04-07,EZTC3,4.6532
2010-04-08,EZTC3,4.6033
2010-04-09,EZTC3,4.6532
2010-04-12,EZTC3,4.5423
2010-04-13,EZTC3,4.5756
2010-04-14,EZTC3,4.6588
2010-04-15,EZTC3,4.6477
2010-04-16,EZTC3,4.5534
2010-04-19,EZTC3,4.6976
2010-04-20,EZTC3,4.7142
2010-04-22,EZTC3,4.7142
2010-04-23,EZTC3,4.7531
2010-04-26,EZTC3,4.7253
2010-04-27,EZTC3,4.6310
2010-04-28,EZTC3,4.5423
2010-04-29,EZTC3,4.6421
2010-04-30,EZTC3,4.7191
2010-05-03,EZTC3,4.7191
2010-05-04,EZTC3,4.6328
2010-05-05,EZTC3,4.5177
2010-05-06,EZTC3,4.2875
2010-05-07,EZTC3,4.1436
2010-05-10,EZTC3,4.5522
2010-05-11,EZTC3,4.4313
2010-05-12,EZTC3,4.5925
2010-05-13,EZTC3,4.5579
2010-05-14,EZTC3,4.4946
2010-05-17,EZTC3,4.3738
2010-05-18,EZTC3,4.3393
2010-05-19,EZTC3,4.1148
2010-05-20,EZTC3,4.1263
2010-05-21,EZTC3,4.2587
2010-05-24,EZTC3,4.3220
2010-05-25,EZTC3,4.3680
2010-05-26,EZTC3,4.3738
2010-05-27,EZTC3,4.5464
2010-05-28,EZTC3,4.5464
2010-05-31,EZTC3,4.5925
2010-06-01,EZTC3,4.4831
2010-06-02,EZTC3,4.6673
2010-06-04,EZTC3,4.6443
2010-06-07,EZTC3,4.5177
2010-06-08,EZTC3,4.5292
2010-06-09,EZTC3,4.6500
2010-06-10,EZTC3,4.7479
2010-06-11,EZTC3,4.7018
2010-06-14,EZTC3,4.7421
2010-06-15,EZTC3,4.6961
2010-06-16,EZTC3,4.6903
2010-06-17,EZTC3,4.7133
2010-06-18,EZTC3,4.8284
2010-06-21,EZTC3,4.6615
2010-06-22,EZTC3,4.7709
2010-06-23,EZTC3,4.7766
2010-06-24,EZTC3,4.7651
2010-06-25,EZTC3,4.8802
2010-06-28,EZTC3,4.9435
2010-06-29,EZTC3,4.7651
2010-06-30,EZTC3,4.7651
2010-07-01,EZTC3,4.7536
2010-07-02,EZTC3,4.8342
2010-07-05,EZTC3,4.7766
2010-07-06,EZTC3,4.8284
2010-07-07,EZTC3,4.8399
2010-07-08,EZTC3,4.8975
2010-07-12,EZTC3,4.8917
2010-07-13,EZTC3,5.0126
2010-07-14,EZTC3,5.0586
2010-07-15,EZTC3,5.1737
2010-07-16,EZTC3,5.1795
2010-07-19,EZTC3,5.3694
2010-07-20,EZTC3,5.3234
2010-07-21,EZTC3,5.3464
2010-07-22,EZTC3,5.3694
2010-07-23,EZTC3,5.4442
2010-07-26,EZTC3,5.4212
2010-07-27,EZTC3,5.4039
2010-07-28,EZTC3,5.3521
2010-07-29,EZTC3,5.3349
2010-07-30,EZTC3,5.4327
2010-08-02,EZTC3,5.4787
2010-08-03,EZTC3,5.4672
2010-08-04,EZTC3,5.6687
2010-08-05,EZTC3,5.6802
2010-08-06,EZTC3,5.6974
2010-08-09,EZTC3,5.6687
2010-08-10,EZTC3,5.6226
2010-08-11,EZTC3,5.6284
2010-08-12,EZTC3,5.8413
2010-08-13,EZTC3,5.8874
2010-08-16,EZTC3,6.1233
2010-08-17,EZTC3,6.1175
2010-08-18,EZTC3,6.0542
2010-08-19,EZTC3,6.1578
2010-08-20,EZTC3,6.1003
2010-08-23,EZTC3,6.1981
2010-08-24,EZTC3,6.1809
2010-08-25,EZTC3,6.0427
2010-08-26,EZTC3,6.0427
2010-08-27,EZTC3,6.4801
2010-08-30,EZTC3,6.1693
2010-08-31,EZTC3,6.1636
2010-09-01,EZTC3,6.3823
2010-09-02,EZTC3,6.4859
2010-09-03,EZTC3,6.4859
2010-09-06,EZTC3,6.4053
2010-09-08,EZTC3,6.4456
2010-09-09,EZTC3,6.5664
2010-09-10,EZTC3,6.7103
2010-09-13,EZTC3,6.6988
2010-09-14,EZTC3,6.6988
2010-09-15,EZTC3,6.5952
2010-09-16,EZTC3,6.6758
2010-09-17,EZTC3,6.7851
2010-09-20,EZTC3,6.6758
2010-09-21,EZTC3,6.7218
2010-09-22,EZTC3,6.7334
2010-09-23,EZTC3,6.8599
2010-09-24,EZTC3,6.8427
2010-09-27,EZTC3,6.7794
2010-09-28,EZTC3,6.7909
2010-09-29,EZTC3,6.6240
2010-09-30,EZTC3,6.5607
2010-10-01,EZTC3,6.7966
2010-10-04,EZTC3,6.6643
2010-10-05,EZTC3,6.7621
2010-10-06,EZTC3,6.7276
2010-10-07,EZTC3,6.6643
2010-10-08,EZTC3,6.5376
2010-10-11,EZTC3,6.6297
2010-10-13,EZTC3,6.8254
2010-10-14,EZTC3,7.1592
2010-10-15,EZTC3,7.2973
2010-10-18,EZTC3,7.1074
2010-10-19,EZTC3,6.9348
2010-10-20,EZTC3,6.9060
2010-10-21,EZTC3,6.7276
2010-10-22,EZTC3,6.6528
2010-10-25,EZTC3,6.6758
2010-10-26,EZTC3,6.6009
2010-10-27,EZTC3,6.8484
2010-10-28,EZTC3,6.7851
2010-10-29,EZTC3,6.9463
2010-11-01,EZTC3,6.9578
2010-11-03,EZTC3,7.0211
2010-11-04,EZTC3,7.1017
2010-11-05,EZTC3,7.1132
2010-11-08,EZTC3,7.1017
2010-11-09,EZTC3,7.0326
2010-11-10,EZTC3,6.9636
2010-11-11,EZTC3,7.0096
2010-11-12,EZTC3,6.9636
2010-11-16,EZTC3,6.8715
2010-11-17,EZTC3,6.8254
2010-11-18,EZTC3,7.0786
2010-11-19,EZTC3,7.2225
2010-11-22,EZTC3,7.0729
2010-11-23,EZTC3,6.8772
2010-11-24,EZTC3,7.1707
2010-11-25,EZTC3,7.5563
2010-11-26,EZTC3,7.5908
2010-11-29,EZTC3,7.4239
2010-11-30,EZTC3,7.4872
2010-12-01,EZTC3,7.5390
2010-12-02,EZTC3,7.4815
2010-12-03,EZTC3,7.4239
2010-12-06,EZTC3,7.4067
2010-12-07,EZTC3,7.4239
2010-12-08,EZTC3,7.2628
2010-12-09,EZTC3,7.3549
2010-12-10,EZTC3,7.4239
2010-12-13,EZTC3,7.4930
2010-12-14,EZTC3,7.6196
2010-12-15,EZTC3,7.4354
2010-12-16,EZTC3,7.2225
2010-12-17,EZTC3,7.3664
2010-12-20,EZTC3,7.4354
2010-12-21,EZTC3,7.6599
2010-12-22,EZTC3,7.7922
2010-12-23,EZTC3,7.7922
2010-12-27,EZTC3,7.7865
2010-12-28,EZTC3,7.8268
2010-12-29,EZTC3,8.0685
2010-12-30,EZTC3,8.0743
2011-01-03,EZTC3,8.0167
2011-01-04,EZTC3,7.9419
2011-01-05,EZTC3,7.9476
2011-01-06,EZTC3,8.1548
2011-01-07,EZTC3,8.1721
2011-01-10,EZTC3,8.2009
2011-01-11,EZTC3,8.2930
2011-01-12,EZTC3,8.2757
2011-01-13,EZTC3,8.2297
2011-01-14,EZTC3,8.4828
2011-01-17,EZTC3,8.4828
2011-01-18,EZTC3,8.6267
2011-01-19,EZTC3,8.6325
2011-01-20,EZTC3,8.5692
2011-01-21,EZTC3,8.6382
2011-01-24,EZTC3,9.0353
2011-01-26,EZTC3,8.8454
2011-01-27,EZTC3,8.3505
2011-01-28,EZTC3,7.9534
2011-01-31,EZTC3,7.7520
2011-02-01,EZTC3,7.9189
2011-02-02,EZTC3,8.1088
2011-02-03,EZTC3,8.0800
2011-02-04,EZTC3,7.5218
2011-02-07,EZTC3,7.4815
2011-02-08,EZTC3,7.4642
2011-02-09,EZTC3,7.2800
2011-02-10,EZTC3,7.3549
2011-02-11,EZTC3,7.3952
2011-02-14,EZTC3,7.7117
2011-02-15,EZTC3,7.6887
2011-02-16,EZTC3,7.7520
2011-02-17,EZTC3,7.8670
2011-02-18,EZTC3,8.1260
2011-02-21,EZTC3,8.0570
2011-02-22,EZTC3,7.8786
2011-02-23,EZTC3,7.7404
2011-02-25,EZTC3,7.8210
2011-02-28,EZTC3,7.8153
2011-03-01,EZTC3,7.7404
2011-03-02,EZTC3,7.7750
2011-03-03,EZTC3,7.8498
2011-03-04,EZTC3,7.7232
2011-03-10,EZTC3,7.5333
2011-03-11,EZTC3,7.5678
2011-03-14,EZTC3,7.5678
2011-03-15,EZTC3,7.3549
2011-03-16,EZTC3,7.5678
2011-03-17,EZTC3,7.7922
2011-03-18,EZTC3,8.0397
2011-03-21,EZTC3,8.0339
2011-03-22,EZTC3,7.9995
2011-03-23,EZTC3,8.0570
2011-03-24,EZTC3,8.1433
2011-03-25,EZTC3,8.0972
2011-03-28,EZTC3,8.0858
2011-03-29,EZTC3,8.0339
2011-03-30,EZTC3,8.0339
2011-03-31,EZTC3,7.9707
2011-04-01,EZTC3,8.0570
2011-04-04,EZTC3,8.4771
2011-04-06,EZTC3,8.4713
2011-04-07,EZTC3,8.4195
2011-04-08,EZTC3,8.4598
2011-04-11,EZTC3,8.6325
2011-04-12,EZTC3,8.4311
2011-04-13,EZTC3,8.3102
2011-04-14,EZTC3,8.5461
2011-04-15,EZTC3,8.5980
2011-04-19,EZTC3,8.9144
2011-04-20,EZTC3,9.0296
2011-04-25,EZTC3,9.0929
2011-04-26,EZTC3,9.3288
2011-04-27,EZTC3,9.1712
2011-04-28,EZTC3,9.2008
2011-04-29,EZTC3,9.5085
2011-05-02,EZTC3,9.5440
2011-05-03,EZTC3,9.3191
2011-05-04,EZTC3,9.1712
2011-05-05,EZTC3,9.1653
2011-05-06,EZTC3,9.8103
2011-05-09,EZTC3,9.7747
2011-05-11,EZTC3,9.9286
2011-05-12,EZTC3,10.1416
2011-05-13,EZTC3,10.1239
2011-05-17,EZTC3,9.8813
2011-05-18,EZTC3,9.7630
2011-05-19,EZTC3,9.6387
2011-05-20,EZTC3,9.6564
2011-05-23,EZTC3,9.6150
2011-05-24,EZTC3,9.7037
2011-05-25,EZTC3,9.7097
2011-05-26,EZTC3,9.7097
2011-05-27,EZTC3,9.7215
2011-05-30,EZTC3,9.9050
2011-05-31,EZTC3,10.0114
2011-06-01,EZTC3,9.7866
2011-06-02,EZTC3,9.7452
2011-06-03,EZTC3,9.8813
2011-06-06,EZTC3,9.9997
2011-06-07,EZTC3,10.1061
2011-06-08,EZTC3,10.2245
2011-06-09,EZTC3,10.3369
2011-06-10,EZTC3,10.3843
2011-06-13,EZTC3,10.2363
2011-06-14,EZTC3,10.2777
2011-06-15,EZTC3,10.2363
2011-06-16,EZTC3,10.1476
2011-06-17,EZTC3,10.2836
2011-06-21,EZTC3,10.0883
2011-06-22,EZTC3,9.9168
2011-06-24,EZTC3,9.9937
2011-06-27,EZTC3,9.9700
2011-06-28,EZTC3,10.2600
2011-06-29,EZTC3,10.2955
2011-06-30,EZTC3,10.0410
2011-07-01,EZTC3,10.2363
2011-07-04,EZTC3,10.1061
2011-07-05,EZTC3,9.8635
2011-07-06,EZTC3,9.8754
2011-07-07,EZTC3,9.6505
2011-07-08,EZTC3,9.4671
2011-07-11,EZTC3,8.9701
2011-07-12,EZTC3,9.2600
2011-07-13,EZTC3,9.5263
2011-07-14,EZTC3,9.2600
2011-07-15,EZTC3,9.0588
2011-07-19,EZTC3,8.7275
2011-07-20,EZTC3,8.6387
2011-07-21,EZTC3,8.9642
2011-07-22,EZTC3,8.9405
2011-07-25,EZTC3,8.7925
2011-07-26,EZTC3,8.8222
2011-07-27,EZTC3,8.5322
2011-07-28,EZTC3,8.6624
2011-07-29,EZTC3,8.9642
2011-08-01,EZTC3,8.9050
2011-08-02,EZTC3,8.6506
2011-08-03,EZTC3,8.4257
2011-08-04,EZTC3,7.6092
2011-08-05,EZTC3,7.7512
2011-08-08,EZTC3,7.1536
2011-08-09,EZTC3,7.6624
2011-08-10,EZTC3,8.0174
2011-08-11,EZTC3,8.4139
2011-08-12,EZTC3,8.4376
2011-08-16,EZTC3,8.8458
2011-08-17,EZTC3,8.9760
2011-08-18,EZTC3,8.6861
2011-08-19,EZTC3,8.6151
2011-08-22,EZTC3,8.7156
2011-08-23,EZTC3,8.8576
2011-08-24,EZTC3,8.7925
2011-08-25,EZTC3,8.6446
2011-08-26,EZTC3,8.8162
2011-08-29,EZTC3,9.2837
2011-08-30,EZTC3,9.3665
2011-08-31,EZTC3,9.4967
2011-09-01,EZTC3,9.5973
2011-09-02,EZTC3,9.2068
2011-09-05,EZTC3,8.8991
2011-09-06,EZTC3,9.0707
2011-09-08,EZTC3,9.1417
2011-09-09,EZTC3,8.8991
2011-09-12,EZTC3,8.8695
2011-09-13,EZTC3,8.8162
2011-09-14,EZTC3,8.7866
2011-09-15,EZTC3,8.6979
2011-09-16,EZTC3,8.6683
2011-09-19,EZTC3,8.4316
2011-09-20,EZTC3,7.9287
2011-09-21,EZTC3,7.6328
2011-09-22,EZTC3,7.3961
2011-09-23,EZTC3,7.5145
2011-09-26,EZTC3,7.4554
2011-09-27,EZTC3,7.4849
2011-09-28,EZTC3,7.2601
2011-09-29,EZTC3,7.3370
2011-09-30,EZTC3,7.3370
2011-10-03,EZTC3,7.1654
2011-10-04,EZTC3,7.3725
2011-10-05,EZTC3,7.4317
2011-10-06,EZTC3,7.8044
2011-10-07,EZTC3,7.7807
2011-10-10,EZTC3,8.0293
2011-10-11,EZTC3,8.1713
2011-10-13,EZTC3,8.1180
2011-10-14,EZTC3,8.2837
2011-10-17,EZTC3,8.0648
2011-10-18,EZTC3,8.0648
2011-10-19,EZTC3,8.2541
2011-10-20,EZTC3,8.1950
2011-10-21,EZTC3,8.3133
2011-10-24,EZTC3,8.5086
2011-10-25,EZTC3,8.5086
2011-10-26,EZTC3,8.1062
2011-10-27,EZTC3,8.3725
2011-10-28,EZTC3,9.2008
2011-10-31,EZTC3,9.2008
2011-11-01,EZTC3,8.9345
2011-11-03,EZTC3,9.1002
2011-11-04,EZTC3,9.1121
2011-11-07,EZTC3,9.0588
2011-11-08,EZTC3,9.1712
2011-11-09,EZTC3,8.7866
2011-11-10,EZTC3,8.7512
2011-11-11,EZTC3,9.0765
2011-11-14,EZTC3,8.9701
2011-11-16,EZTC3,8.8754
2011-11-17,EZTC3,8.5796
2011-11-18,EZTC3,8.6092
2011-11-21,EZTC3,8.6092
2011-11-22,EZTC3,8.4612
2011-11-23,EZTC3,8.4612
2011-11-24,EZTC3,8.5204
2011-11-25,EZTC3,8.5855
2011-11-28,EZTC3,8.7571
2011-11-29,EZTC3,8.9345
2011-11-30,EZTC3,9.1712
2011-12-01,EZTC3,9.3369
2011-12-02,EZTC3,9.4079
2011-12-05,EZTC3,9.5854
2011-12-06,EZTC3,9.5854
2011-12-07,EZTC3,9.5263
2011-12-08,EZTC3,9.4079
2011-12-09,EZTC3,9.5263
2011-12-12,EZTC3,9.2659
2011-12-13,EZTC3,9.1712
2011-12-14,EZTC3,8.9345
2011-12-15,EZTC3,9.0233
2011-12-16,EZTC3,9.1062
2011-12-19,EZTC3,8.7512
2011-12-20,EZTC3,8.9938
2011-12-21,EZTC3,9.0233
2011-12-22,EZTC3,9.2600
2011-12-23,EZTC3,9.1653
2011-12-26,EZTC3,9.3488
2011-12-27,EZTC3,9.3369
2011-12-28,EZTC3,9.2837
2011-12-29,EZTC3,9.3428
2012-01-02,EZTC3,9.5263
2012-01-03,EZTC3,9.8221
2012-01-04,EZTC3,9.8990
2012-01-05,EZTC3,9.4967
2012-01-06,EZTC3,9.5440
2012-01-09,EZTC3,9.6683
2012-01-10,EZTC3,9.8635
2012-01-11,EZTC3,10.1002
2012-01-12,EZTC3,10.2363
2012-01-13,EZTC3,10.1771
2012-01-16,EZTC3,10.1771
2012-01-17,EZTC3,10.1061
2012-01-18,EZTC3,10.1061
2012-01-19,EZTC3,10.4020
2012-01-20,EZTC3,10.5085
2012-01-23,EZTC3,10.4020
2012-01-24,EZTC3,10.2955
2012-01-26,EZTC3,10.4907
2012-01-27,EZTC3,10.6150
2012-01-30,EZTC3,10.4197
2012-01-31,EZTC3,10.4966
2012-02-01,EZTC3,10.9463
2012-02-02,EZTC3,11.0055
2012-02-03,EZTC3,11.1830
2012-02-06,EZTC3,11.1712
2012-02-07,EZTC3,11.2658
2012-02-08,EZTC3,11.1475
2012-02-09,EZTC3,11.2718
2012-02-10,EZTC3,11.2599
2012-02-13,EZTC3,11.2599
2012-02-14,EZTC3,11.8043
2012-02-15,EZTC3,11.7747
2012-02-16,EZTC3,11.8339
2012-02-17,EZTC3,11.9818
2012-02-23,EZTC3,11.8634
2012-02-24,EZTC3,11.8516
2012-02-27,EZTC3,11.7214
2012-02-28,EZTC3,11.8339
2012-02-29,EZTC3,11.8280
2012-03-01,EZTC3,11.8694
2012-03-02,EZTC3,12.0410
2012-03-05,EZTC3,12.5025
2012-03-06,EZTC3,12.0350
2012-03-07,EZTC3,12.2007
2012-03-08,EZTC3,12.3960
2012-03-09,EZTC3,12.4847
2012-03-12,EZTC3,12.5439
2012-03-13,EZTC3,12.7273
2012-03-14,EZTC3,12.7273
2012-03-15,EZTC3,13.2421
2012-03-16,EZTC3,13.5202
2012-03-19,EZTC3,13.6681
2012-03-20,EZTC3,13.7451
2012-03-21,EZTC3,13.7983
2012-03-22,EZTC3,13.7983
2012-03-23,EZTC3,13.4906
2012-03-26,EZTC3,13.6326
2012-03-27,EZTC3,13.4610
2012-03-28,EZTC3,13.2066
2012-03-29,EZTC3,13.0882
2012-03-30,EZTC3,13.3131
2012-04-02,EZTC3,13.3131
2012-04-03,EZTC3,13.3427
2012-04-04,EZTC3,13.5261
2012-04-05,EZTC3,13.3368
2012-04-09,EZTC3,13.1297
2012-04-10,EZTC3,12.8279
2012-04-11,EZTC3,12.8279
2012-04-12,EZTC3,12.8279
2012-04-13,EZTC3,12.6030
2012-04-16,EZTC3,12.7096
2012-04-17,EZTC3,12.7865
2012-04-18,EZTC3,12.8989
2012-04-19,EZTC3,12.8693
2012-04-20,EZTC3,12.8102
2012-04-23,EZTC3,12.6800
2012-04-24,EZTC3,12.6386
2012-04-25,EZTC3,12.6563
2012-04-26,EZTC3,12.7983
2012-04-27,EZTC3,12.9344
2012-04-30,EZTC3,12.8059
2012-05-02,EZTC3,12.8059
2012-05-03,EZTC3,13.1102
2012-05-04,EZTC3,13.2501
2012-05-07,EZTC3,13.2926
2012-05-08,EZTC3,13.0797
2012-05-09,EZTC3,12.6477
2012-05-10,EZTC3,12.6599
2012-05-11,EZTC3,12.6843
2012-05-14,EZTC3,12.3801
2012-05-15,EZTC3,12.3801
2012-05-16,EZTC3,12.3801
2012-05-17,EZTC3,11.2851
2012-05-18,EZTC3,11.2851
2012-05-21,EZTC3,11.2851
2012-05-22,EZTC3,11.6196
2012-05-23,EZTC3,11.3459
2012-05-24,EZTC3,11.4980
2012-05-25,EZTC3,11.7413
2012-05-28,EZTC3,11.9542
2012-05-29,EZTC3,11.9542
2012-05-30,EZTC3,11.8934
2012-05-31,EZTC3,12.1672
2012-06-01,EZTC3,11.7961
2012-06-04,EZTC3,11.7048
2012-06-05,EZTC3,11.5892
2012-06-06,EZTC3,11.9908
2012-06-08,EZTC3,12.1063
2012-06-11,EZTC3,12.2888
2012-06-12,EZTC3,12.3497
2012-06-13,EZTC3,12.4409
2012-06-14,EZTC3,12.3862
2012-06-15,EZTC3,12.6417
2012-06-18,EZTC3,12.6417
2012-06-19,EZTC3,12.5930
2012-06-20,EZTC3,12.6052
2012-06-21,EZTC3,12.3618
2012-06-22,EZTC3,12.5017
2012-06-25,EZTC3,12.1672
2012-06-26,EZTC3,12.5261
2012-06-27,EZTC3,12.3375
2012-06-28,EZTC3,12.2463
2012-06-29,EZTC3,12.5444
2012-07-02,EZTC3,12.6477
2012-07-03,EZTC3,12.7755
2012-07-04,EZTC3,12.7451
2012-07-05,EZTC3,12.7816
2012-07-06,EZTC3,12.6477
2012-07-10,EZTC3,12.5261
2012-07-11,EZTC3,12.5261
2012-07-12,EZTC3,12.5261
2012-07-13,EZTC3,11.9664
2012-07-16,EZTC3,11.9664
2012-07-17,EZTC3,11.9603
2012-07-18,EZTC3,12.2402
2012-07-19,EZTC3,12.7695
2012-07-20,EZTC3,12.4896
2012-07-23,EZTC3,12.3193
2012-07-24,EZTC3,12.2280
2012-07-25,EZTC3,12.5930
2012-07-26,EZTC3,12.6417
2012-07-27,EZTC3,12.6417
2012-07-30,EZTC3,13.1405
2012-07-31,EZTC3,13.2501
2012-08-01,EZTC3,13.2501
2012-08-02,EZTC3,13.3109
2012-08-03,EZTC3,13.6333
2012-08-06,EZTC3,13.6333
2012-08-07,EZTC3,13.6333
2012-08-08,EZTC3,13.6333
2012-08-09,EZTC3,13.7185
2012-08-10,EZTC3,13.8706
2012-08-13,EZTC3,13.8706
2012-08-14,EZTC3,13.7610
2012-08-15,EZTC3,13.8888
2012-08-16,EZTC3,14.1382
2012-08-17,EZTC3,14.2356
2012-08-20,EZTC3,14.1139
2012-08-21,EZTC3,14.1078
2012-08-22,EZTC3,14.0105
2012-08-23,EZTC3,14.0531
2012-08-24,EZTC3,14.1139
2012-08-27,EZTC3,14.5458
2012-08-28,EZTC3,14.6006
2012-08-29,EZTC3,14.5155
2012-08-30,EZTC3,14.8074
2012-08-31,EZTC3,14.9352
2012-09-03,EZTC3,14.9048
2012-09-04,EZTC3,14.8987
2012-09-05,EZTC3,14.9717
2012-09-06,EZTC3,14.9656
2012-09-10,EZTC3,14.9656
2012-09-11,EZTC3,14.9048
2012-09-12,EZTC3,14.8135
2012-09-13,EZTC3,14.9778
2012-09-14,EZTC3,14.4789
2012-09-17,EZTC3,14.6188
2012-09-18,EZTC3,14.6615
2012-09-19,EZTC3,14.6797
2012-09-20,EZTC3,14.8014
2012-09-21,EZTC3,15.1360
2012-09-24,EZTC3,15.4036
2012-09-25,EZTC3,15.3185
2012-09-26,EZTC3,15.1907
2012-09-27,EZTC3,15.3002
2012-09-28,EZTC3,15.3185
2012-10-01,EZTC3,15.3611
2012-10-02,EZTC3,15.4523
2012-10-03,EZTC3,15.7991
2012-10-04,EZTC3,15.8781
2012-10-05,EZTC3,16.0120
2012-10-08,EZTC3,16.0728
2012-10-09,EZTC3,16.0972
2012-10-10,EZTC3,16.0728
2012-10-11,EZTC3,16.3892
2012-10-15,EZTC3,16.4865
2012-10-16,EZTC3,16.5595
2012-10-17,EZTC3,16.4378
2012-10-18,EZTC3,16.3162
2012-10-19,EZTC3,16.3892
2012-10-22,EZTC3,16.3040
2012-10-23,EZTC3,16.0911
2012-10-24,EZTC3,16.0181
2012-10-25,EZTC3,15.9998
2012-10-26,EZTC3,15.8781
2012-10-29,EZTC3,15.8295
2012-10-30,EZTC3,16.0667
2012-10-31,EZTC3,16.2432
2012-11-01,EZTC3,16.4135
2012-11-05,EZTC3,16.5169
2012-11-06,EZTC3,16.7907
2012-11-07,EZTC3,16.7968
2012-11-08,EZTC3,16.6325
2012-11-09,EZTC3,16.5534
2012-11-12,EZTC3,16.3526
2012-11-13,EZTC3,16.3648
2012-11-14,EZTC3,16.2249
2012-11-16,EZTC3,16.1580
2012-11-19,EZTC3,16.0728
2012-11-21,EZTC3,15.6957
2012-11-22,EZTC3,15.6348
2012-11-23,EZTC3,15.7504
2012-11-26,EZTC3,15.8781
2012-11-27,EZTC3,15.9268
2012-11-28,EZTC3,15.8417
2012-11-29,EZTC3,15.8781
2012-11-30,EZTC3,15.7078
2012-12-03,EZTC3,15.6409
2012-12-04,EZTC3,15.9086
2012-12-05,EZTC3,15.7321
2012-12-06,EZTC3,15.4036
2012-12-07,EZTC3,15.4097
2012-12-10,EZTC3,15.3915
2012-12-11,EZTC3,15.4462
2012-12-12,EZTC3,15.5070
2012-12-13,EZTC3,15.5314
2012-12-14,EZTC3,15.5070
2012-12-17,EZTC3,15.4523
2012-12-18,EZTC3,15.5740
2012-12-19,EZTC3,15.4523
2012-12-20,EZTC3,15.3489
2012-12-21,EZTC3,15.4523
2012-12-26,EZTC3,15.5740
2012-12-27,EZTC3,15.1116
